Assigned to;Repository Name;Image URL;Architecture Scope;Architectural Notation;Architectural Styles;Concern;Behavior;QAs;Granularity;Components Nature;Connectors Nature;Shapes;Colored?;Connectors Direction;Legend?;Nested Components?;Explicit Ports/Interfaces?;Explicit Connectors?;Design Overlays;Technologies;Notes
Anonymous;hamzatugrul/surl;https://github.com/hamzatugrul/surl/blob/master/designDocs/ArchitectureDiagram.PNG;entire;boxes_and_arrows;client-server, layered, pipes-and-filters, rest;connectivity, data_flow;static, dynamic;security, maintainability;high;clients, layers, DBs;communication, data_flow;rectangles, cylinders, circles, squares;y;uni, bi;n;y;y;y;miniview;java, spring;
Anonymous;staples-sparx/Wonko;https://github.com/staples-sparx/Wonko/blob/master/doc/high-level-architecture.png;entire+;boxes_and_arrows;client-server;control_flow;dynamic;maintainability;medium;clients, technologies, servers, classes;data_flow;rectangles, cylinders, circles, squares;y;uni, bi;n;n;n;y;n;prometheus, apache, slack;
Anonymous;Cpanchal1/Chatbot101-with-AWS-Lambda;https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/blob/master/images/architecture.png;part;icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability;high;technologies, steps;control_flow;icons;y;uni;n;n;n;y;code_snippet;aws, microsoft;
Anonymous;davidlandry93/glo4001;https://github.com/davidlandry93/glo4001/blob/master/doc/software_architecture.png;entire;boxes_and_arrows;NA;connectivity;static;maintainability;high;devices, technologies;communication;rectangles, squares;y;bi;n;y;n;y;snapshots;jupyter, python, ros;IOT, ROS
Anonymous;dowjones/hammer;https://github.com/dowjones/hammer/blob/master/docs/images/Architecture.png;entire+;boxes, icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability, maintainability, security, performance_efficiency;medium;technologies, DBs, APIs, steps;control_flow, API_calls;rectangles, icons;y;uni;n;y;n;y;n;aws, jira, slack;
Anonymous;IBM/ios-mapkit-indoor-map;https://github.com/IBM/ios-mapkit-indoor-map/blob/master/docs/architecture.png;entire;icons_and_arrows;client-server;control_flow;dynamic;functional_suitability;high;technologies, devices;control_flow;circles, icons;y;uni, bi;n;n;n;y;n;mongodb;
Anonymous;onlybakam/reinvent2022-vote-app;https://github.com/onlybakam/reinvent2022-vote-app/blob/main/images/architecture.png;entire;boxes_and_arrows, icons_and_arrows;client-server;control_flow;dynamic;functional_suitability;medium;technologies;function_calls;rectangles, icons;y;uni, bi;n;y;n;y;snapshots;aws;
Anonymous;thill/kafkacap;https://github.com/thill/kafkacap/blob/master/docs/kafkacap_architecture.png;entire;boxes_and_arrows;event-driven;data_flow;dynamic;maintainability, reliability;medium;devices, classes;data_flow;rectangles;n;uni;n;n;n;y;n;apache;
Anonymous;fredrikhgrelland/data-mesh;https://github.com/fredrikhgrelland/data-mesh/blob/master/doc/diagrams/overall_architecture.png;entire;boxes_and_arrows;NA;connectivity;dynamic;maintainability;high;technologies;communication, data_flow;rectangles;n;uni;n;n;y;y;URLs;presto, aws, minio;
Anonymous;gregoryjohnsonjg6/angular-dotnet-core-docker;https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/blob/main/documents/architecture.png;entire;icons_and_arrows;NA;deployment, control_flow;dynamic;functional_suitability;high;containers, clients;control_flow;icons;y;uni, bi;y;n;n;y;text;docker, postgresql, nginx, dotnet, angular, pgadmin;
Anonymous;batatero/arquiteturaPHP00;https://github.com/batatero/arquiteturaPHP00/blob/master/Class%20Architecture.jpg;entire;UML;MVC;general;static;maintainability;low;packages, classes, functions;inheritance, dependencies;rectangles;y;uni;n;y;n;y;n;NA;
Anonymous;Speccy-Rom/SpeccyTV;https://github.com/Speccy-Rom/SpeccyTV/blob/master/docs/architecture/architecture.png;entire;boxes_and_arrows;client-server, SOA;data_flow;static, dynamic;maintainability, functional_suitability;high;servers, services, APIs, DBs, technologies;API_calls, data_flow;rectangles, cylinders;n;uni;n;y;n;y;n;postgresql, redis, es, apache, aws;
Anonymous;RunnersHi/RunnersHi_Server;https://github.com/RunnersHi/RunnersHi_Server/blob/master/runners_server/readmeimg/Architecture.PNG;entire;boxes_and_arrows;client-server;data_flow;dynamic;maintainability;high;technologies, clients;data_flow;rectangles, icons;y;uni;n;y;n;y;n;aws, socket.io, nodejs, mysql, express;
Anonymous;decentraland/catalyst;https://github.com/decentraland/catalyst/blob/main/architecture/architecture.svg;entire;boxes_and_arrows;client-server, P2P;deployment, connectivity;static;maintainability, flexibility;medium;clients, servers;communication;rectangles;y;uni, bi;n;y;n;y;n;nginx, nats, livekit;
Anonymous;DanNguyenN/CompassUTD;https://github.com/DanNguyenN/CompassUTD/blob/main/static/architecture_diagram.png;entire+;boxes_and_arrows;microservices;deployment;static;maintainability, interaction_capability;medium;clients, APIs, DBs, services, technologies;dependencies;rectangles, icons;y;uni;n;y;n;y;n;vertexai, cloud_run;
Anonymous;dsc-sookmyung/2023-mention-all-SolutionChallenge;https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/blob/main/images/architecture.png;entire;boxes_and_arrows, icons_and_arrows;NA;deployment;static, dynamic;maintainability;high;technologies, containers, DBs;control_flow, communication;rectangles, icons;y;uni, bi;n;y;n;y;n;github, android, ios, docker, kubernetes;
Anonymous;zalando-incubator/fabric-gateway;https://github.com/zalando-incubator/fabric-gateway/blob/master/docs/img/operator-architecture.png;part;boxes_and_arrows;NA;control_flow;dynamic;functional_suitability, interaction_capability;medium;technologies, servers, services;control_flow;rectangles, icons;y;uni;y;y;n;y;n;kubernetes;
Anonymous;apigee/consumer-data-standards-au;https://github.com/apigee/consumer-data-standards-au/blob/master/src/additional-solutions/metrics-service/img/CDS-Metrics-SolutionArchitecture.png;part;boxes, icons_and_arrows;SOA;deployment, connectivity;static;maintainability;medium;technologies, APIs;communication;rectangles, icons;y;uni;n;y;n;y;n;google;
Anonymous;today-real-estate/today-real-estate_front-end;https://github.com/today-real-estate/today-real-estate_front-end/blob/master/readme_assets/architecture.png;entire;icons_and_arrows;NA;deployment;static;maintainability;high;technologies;dependencies;icons;y;bi;n;n;n;y;n;mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap;
Anonymous;mebaysan/Modern-Data-Architecture;https://github.com/mebaysan/Modern-Data-Architecture/blob/main/assets/introduction-to-modern-data-architecture.png;part;boxes_and_arrows;NA;deployment;dynamic;maintainability;high;technologies, DBs;data_flow;rectangles, icons;y;uni, bi;n;y;n;y;n;aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau;
Anonymous;anjuchamantha/EMonitor;https://github.com/anjuchamantha/EMonitor/blob/main/Design%20and%20Documents/EMonitor%20Architecture.png;entire;boxes_and_arrows;client-server;connectivity;static;maintainability;high;DBs, network_components, devices, devices, servers;communication;rectangles, squares;y;uni, bi;n;y;n;y;n;NA;IOT
Anonymous;zwt-sdk/zwt;https://github.com/zwt-sdk/zwt/blob/master/images/zwt-architecture.png;entire;boxes;layered;general;static;maintainability;high;APIs, technologies, packages;NA;rectangles;y;NA;n;n;n;n;n;java, android, linux, ios, windows;
Anonymous;iip-ecosphere/platform;https://github.com/iip-ecosphere/platform/blob/main/platform/ArchitectureOverview.png;entire+;boxes;layered;general;static;maintainability;high;layers, services, sub-systems;communication;rectangles, icons;y;bi;y;y;n;y;n;NA;
Anonymous;YW-Ma/Algorithms-Visualizer;https://github.com/YW-Ma/Algorithms-Visualizer/blob/master/Images/architecture.jpg;entire;boxes_and_arrows;layered, pipes-and-filters;control_flow;dynamic;maintainability;medium;APIs, technologies, DBs, sub-systems;control_flow, dependencies;rectangles, cylinders;n;uni, no;n;y;n;y;n;NA;
Anonymous;alanchn31/Movalytics-Data-Warehouse;https://github.com/alanchn31/Movalytics-Data-Warehouse/blob/master/documentation/README_images/architecture.PNG;entire;boxes_and_arrows;pipes-and-filters;data_flow;dynamic;maintainability, functional_suitability;high;technologies, DBs, APIs, steps;data_flow;rectangles, icons;y;uni;n;y;n;y;n;aws, apache, kaggle, fred;
Anonymous;Scientific-Computing-Lab-NRCN/compar;https://github.com/Scientific-Computing-Lab-NRCN/compar/blob/master/images/ComPar_architecture.PNG;entire;boxes_and_arrows;pipes-and-filters;control_flow;static, dynamic;maintainability;low;classes, DBs;data_flow;rectangles, circles;y;uni, bi;n;n;n;y;parameters;NA;
Anonymous;matrix-io/matrix-malos-zwave;https://github.com/matrix-io/matrix-malos-zwave/blob/master/software_architecture.png;entire;boxes;layered;general;static;maintainability;medium;technologies, APIs, clients;NA;rectangles;y;NA;n;y;n;n;URLs;python, zmq, javascript, sigma_designs;
Anonymous;nikmis/xentrace-analysis;https://github.com/nikmis/xentrace-analysis/blob/master/doc/architecture.png;part;boxes_and_arrows;event-driven;deployment, data_flow;static, dynamic;maintainability, flexibility;medium;steps, DBs, hardware_components, sub-systems;data_flow;rectangles, cylinders;y;uni;n;y;n;y;n;NA;
Anonymous;pandasa123/Hello_PAM;https://gitlab.eecs.umich.edu/pandasa/Hello_PAM/blob/master/Images/Architecture.png;entire;boxes_and_arrows;NA;control_flow, security;dynamic;security, functional_suitability;low;functions, APIs, sub-systems;control_flow;rectangles, squares;y;uni;n;y;n;y;n;windows, linux;
Anonymous;AmnisIO/AmnisIO;https://github.com/AmnisIO/AmnisIO/blob/master/amnisio-architecture.png;entire;boxes_and_arrows;NA;general;static;maintainability;high;clients, technologies;dependencies;rectangles;y;uni;n;y;y;y;n;typescript, c, pio;
Anonymous;bianjieai/tibc;https://github.com/bianjieai/tibc/blob/master/relayer/tics-018-relayer-algorithms/tibc-relayer-architecture.png;entire;boxes;layered;general;static;maintainability, security;medium;layers, technologies, functions, DBs;NA;rectangles;n;NA;n;y;n;n;n;ethereum, bsc, cosmos, iris, bsn;blockchain
Anonymous;sugarlabs/musicblocks-v4-lib;https://github.com/sugarlabs/musicblocks-v4-lib/blob/develop/docs/images/architecture.jpg;part;boxes_and_arrows;NA;general;static;maintainability;low;packages, classes;function_calls, dependencies;rectangles;y;uni;n;n;n;y;n;NA;
Anonymous;leopardslab/gocloud;https://github.com/leopardslab/gocloud/blob/master/assets/gocloudarchitecture_new.jpg;entire+;boxes_and_arrows;SOA;deployment, connectivity;static;maintainability, performance_efficiency;high;technologies, services;communication;rectangles, squares;y;uni, bi;n;y;n;y;n;aws, google, openstack, azure, ali_cloud;
Anonymous;aws-solutions/automated-security-response-on-aws;https://github.com/aws-solutions/automated-security-response-on-aws/blob/main/docs/architecture_diagram.png;part;boxes, icons_and_arrows;event-driven;security, control_flow, deployment;dynamic;security;medium;technologies, DBs, services, functions;control_flow;rectangles, squares, icons;y;uni;n;y;n;y;n;aws;
Anonymous;wujun728/jun_java_plugin;https://github.com/wujun728/jun_java_plugin/blob/master/jun_springcloud_plugin/spring-boot-cloud/screenshots/architecture.jpg;entire;boxes_and_arrows;SOA;general;static;maintainability, security, performance_efficiency;high;servers, services, clients, sub-systems;communication;rectangles;y;uni, bi;n;y;n;y;n;NA;
Anonymous;codahale/sneaker;https://github.com/codahale/sneaker/blob/master/architecture.png;entire;boxes_and_arrows;SOA;security, deployment;dynamic;security, functional_suitability, maintainability;high;servers, technologies;control_flow;rectangles, diamonds;n;uni;n;n;n;y;n;aws;
Anonymous;emreturgutce/stock-management;https://github.com/emreturgutce/stock-management/blob/master/photos/architecture.png;entire;boxes, icons_and_arrows;client-server;deployment;static;maintainability;high;DBs, technologies, servers;communication, data_flow;rectangles, squares, icons;y;uni, bi;n;y;n;y;URLs;aws, postgresql, nodejs, redis, react, netlify, heroku;
Anonymous;chirgjin/track-my-events;https://github.com/chirgjin/track-my-events/blob/main/documentation/images/Architecture.png;entire;boxes_and_arrows;microservices, publish-subscribe;control_flow;dynamic;functional_suitability, maintainability;high;services, clients, technologies, DBs;control_flow;rectangles, cylinders;n;uni;n;n;n;y;n;postgresql;
Anonymous;jun108059/Elasticsearch-SpringBoot;https://github.com/jun108059/Elasticsearch-SpringBoot/blob/master/image/system-architecture.png;entire;boxes_and_arrows;client-server, MVC, rest;connectivity;static;maintainability;medium;clients, servers, DBs, packages, technologies;data_flow;rectangles, icons;y;uni, bi;n;y;n;y;n;spring, elasticsearch, thymeleaf, mysql;
Anonymous;onprem/foundry;https://github.com/onprem/foundry/blob/main/docs/images/foundry-architecture.png;part;boxes_and_arrows;NA;general;static;maintainability;high;sub-systems;dependencies;rectangles, squares;n;uni;n;y;n;y;n;aws, google;
Anonymous;philipplackner/IvyWallet-PL_Version;https://github.com/philipplackner/IvyWallet-PL_Version/blob/master/assets/architecture.svg;entire;boxes_and_arrows;layered;control_flow;static, dynamic;functional_suitability, maintainability;medium;layers, sub-systems, functions, DBs;control_flow;rectangles;y;uni;n;y;n;y;n;NA;
Anonymous;michaelsrichter/azure.owasp;https://github.com/michaelsrichter/azure.owasp/blob/Public/images/ARM-Template-Architecture.jpg;part;boxes_and_arrows;NA;deployment, performance;dynamic;performance_efficiency;high;sub-systems;data_flow;rectangles;y;uni;n;n;n;y;n;NA;
Anonymous;IBM/vpc-flowlogs-log-analysis;https://github.com/IBM/vpc-flowlogs-log-analysis/blob/main/doc/source/images/architecture.png;entire;icons_and_arrows;SOA;control_flow;dynamic;functional_suitability;high;technologies;control_flow;icons;y;uni;n;n;n;y;n;ibm, nodejs;
Anonymous;NatalieLouise91/T3A2-Skemi-FrontEnd;https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/blob/main/docs/architecture-diagram/app-architecture-diagram.png;entire;boxes_and_arrows;client-server, MVC;general;static;maintainability;medium;steps, sub-systems;data_flow;rectangles;y;uni;n;y;n;y;n;netlify, heroku;
Anonymous;kerollesroshdi/Cima-;https://github.com/kerollesroshdi/Cima-/blob/main/images/iOS-App-Architecture.png;entire;boxes_and_arrows;MVVM;general;static;maintainability;medium;packages;data_flow;rectangles;n;uni;n;n;n;y;n;NA;
Anonymous;takoko55/LectureLens;https://github.com/takoko55/LectureLens/blob/main/lecture-lens-backend/architecture.png;entire;boxes_and_arrows;clean;general;static;maintainability;high;DBs, packages;dependencies, control_flow;rectangles;y;uni;y;y;n;y;n;NA;
Anonymous;googleinterns/typescript-flag-upgrade;https://github.com/googleinterns/typescript-flag-upgrade/blob/master/docs/architecture.png;entire;boxes_and_arrows;NA;general;static;maintainability;high;packages;NA;circles;n;bi;n;n;n;y;n;NA;
Anonymous;solenya-group/solenya;https://github.com/solenya-group/solenya/blob/master/solenya-architecture.png;entire+;boxes_and_arrows;NA;data_flow;dynamic;functional_suitability;high;DBs, network_components;data_flow;triangles, pentagons;y;uni;n;n;n;y;n;NA;
Anonymous;23fa-cpsc490/canyough;https://github.com/23fa-cpsc490/canyough/blob/main/the-algorithm-main/follow-recommendations-service/FRS_architecture.png;entire;boxes, boxes_and_arrows;layered;general;static;maintainability;medium;layers, packages;NA;rectangles;n;uni;n;y;n;y;n;NA;
Anonymous;Resurgence-VM-Development/Resurgence;https://github.com/Resurgence-VM-Development/Resurgence/blob/main/images/architecture.png;entire;boxes_and_arrows;NA;general;static;maintainability;medium;sub-systems, packages;dependencies;rectangles;y;bi;n;y;n;y;n;NA;
Anonymous;thangchung/practical-dapr;https://github.com/thangchung/practical-dapr/blob/master/docs/assets/high_level_architecture.png;entire+;boxes;layered, microservices;general;static;maintainability;high;layers, packages, technologies;NA;rectangles;y;NA;n;n;n;n;n;graphql, kubernetes, docker, c#, elasticsearch;
Anonymous;YashwantChauhan/SDL;https://github.com/YashwantChauhan/SDL/blob/main/IDS/static/Readme/Architecture.PNG;entire+;icons_and_arrows;client-server;control_flow;dynamic;functional_suitability;medium;DBs, clients, servers, steps;control_flow;icons;y;uni;n;n;n;y;n;NA;
Anonymous;hrchlhck/k8s-bigdata;https://github.com/hrchlhck/k8s-bigdata/blob/master/doc/k8s-bigdata-architecture.svg;part;icons_and_arrows;NA;deployment;static;performance_efficiency;medium;containers;dependencies;rectangles;y;uni;y;y;n;y;n;NA;
Anonymous;XenitAB/git-auth-proxy;https://github.com/XenitAB/git-auth-proxy/blob/main/assets/architecture.png;entire+;boxes_and_arrows;NA;security, deployment;dynamic;security, performance_efficiency;high;technologies, sub-systems;data_flow;rectangles, icons;y;uni;n;n;n;y;n;azure, github;
Anonymous;ut-ims-robotics/robotont;https://github.com/ut-ims-robotics/robotont/blob/gh-pages/source/images/ClearBot_software_architecture_gen.png;entire;boxes;NA;general;static;maintainability;medium;sub-systems, packages;NA;rectangles;y;NA;n;y;n;n;n;NA;ros, iot
Anonymous;anvasquezre/sabiduria_asegurada_experiments;https://github.com/anvasquezre/sabiduria_asegurada_experiments/blob/main/images/System_architecture_diagram.drawio.png;entire;boxes_and_arrows;microservices;deployment, connectivity;dynamic;performance_efficiency;medium;containers, technologies, DBs;communication;rectangles, icons;y;bi;n;y;y;y;n;qdrant, azuer, chainlit, fastapi, docker;
Anonymous;jzyong/GameServer4g;https://github.com/jzyong/GameServer4g/blob/master/game-res/img/game_architecture.png;entire;boxes_and_arrows;client-server;deployment, connectivity;dynamic;performance_efficiency;medium;servers, clients, network_components, packages;communication;rectangles;y;bi;y;y;n;y;n;NA;
Anonymous;argrecsys/argael;https://github.com/argrecsys/argael/blob/main/images/argael-architecture.png;entire;boxes;NA;general;static;maintainability;medium;packages, DBs, data;data_flow;rectangles;n;bi;n;y;n;y;n;java;
Anonymous;terrenjpeterson/javawatch;https://github.com/terrenjpeterson/javawatch/blob/master/media/architecture.png;entire+;icons_and_arrows;NA;control_flow;dynamic;performance_efficiency, functional_suitability;high;sub-systems, clients, servers;control_flow;icons, rectangles;y;uni;n;y;n;y;n;python, aws, raspberry;iot
Anonymous;Crazy0416/KnowledgeGraph;https://github.com/Crazy0416/KnowledgeGraph/blob/master/resources/architecture1.png;part;icons_and_arrows;NA;control_flow;dynamic;functional_suitability, maintainability;high;technologies, DBs, clients;control_flow;icons;y;uni;n;n;n;y;n;cayley, mongodb, nodejs, elasticsearch;
Anonymous;Taymindis/fcgi-function;https://github.com/Taymindis/fcgi-function/blob/master/images/fcgi_func_architecture.png;part;UML;NA;control_flow;static;functional_suitability, maintainability;low;functions, classes;control_flow;rectangles;n;uni;n;y;n;y;n;c, c++;
Anonymous;McOrts/taller-iot-sensor_radiactividad;https://github.com/McOrts/taller-iot-sensor_radiactividad/blob/main/img/IoT_nuclear_radiation_sensor_architecture.png;entire+;icons_and_arrows;NA;deployment;dynamic;performance_efficiency, flexibility;high;technologies, DBs, clients, hardware_components;communication;icons;y;bi;n;y;n;y;snapshots;mqtt, docker, telegram, twitter, node-red;
Anonymous;UBC-CIC/Student-Connect-App;https://github.com/UBC-CIC/Student-Connect-App/blob/main/docs/ArchitectureDiagram.png;entire+;icons_and_arrows;client-server, event-driven;control_flow;dynamic;functional_suitability, maintainability;medium;technologies, clients, DBs;control_flow;icons;n;uni;n;n;n;y;n;aws, react;
Anonymous;xydo1990/mlops_zoomcamp_homework;https://github.com/xydo1990/mlops_zoomcamp_homework/blob/feature_reproducability_WIP/images/architecture.drawio.png;entire+;icons_and_arrows, boxes;event-driven, SOA, layered;control_flow;dynamic;functional_suitability, maintainability;medium;technologies, DBs, containers;control_flow;icons, rectangles;y;bi;n;y;n;y;n;python, jupyter, aws, docker, prometheus, grafana, postgresql, nginx, mongodb, flask;
Anonymous;UnoSD/UnoCash;https://github.com/UnoSD/UnoCash/blob/master/Architecture.png;entire+;icons_and_arrows;client-server;deployment, control_flow;dynamic;functional_suitability, maintainability;high;technologies, clients;control_flow;icons;y;uni;n;n;n;y;n;azure, github, pulumi;
Anonymous;david3107/squatm3gator;https://github.com/david3107/squatm3gator/blob/master/architecture.png;entire;icons_and_arrows;event-driven;security;static;security;high;technologies, clients;dependencies;icons;y;bi;n;n;n;y;snapshots;socket.io, redis;
Anonymous;iceland2k14/Kangrand;https://github.com/iceland2k14/Kangrand/blob/master/DOC/architecture.jpg;entire+;boxes_and_arrows;NA;deployment;static;flexibility;high;clients, servers, DBs;communication;rectangles, cylinders;y;bi;n;n;n;y;n;NA;
Anonymous;SV-97/HumanResourceMachine;https://github.com/SV-97/HumanResourceMachine/blob/master/architecture.png;part;boxes_and_arrows;NA;general;static;maintainability;medium;sub-systems;control_flow;ellipses;n;uni;n;n;n;y;n;NA;
Anonymous;caraml-dev/turing;https://github.com/caraml-dev/turing/blob/main/docs/assets/turing_architecture.png;entire+;boxes_and_arrows;microservices;control_flow;dynamic;functional_suitability, maintainability;medium;services, sub-systems, DBs, containers;control_flow;rectangles;y;uni;n;y;y;y;n;kubernetes;
Anonymous;ministryofjustice/staff-device-logging-infrastructure;https://github.com/ministryofjustice/staff-device-logging-infrastructure/blob/main/documentation/diagrams/architecture.png;entire+;icons_and_arrows, boxes;event-driven;security, deployment, connectivity;dynamic;maintainability, security, flexibility;medium;technologies, containers;dependencies;icons, rectangles;y;uni;n;y;n;y;n;aws, elasticsearch;review flexibility & interoperability
Anonymous;doitintl/banias;https://github.com/doitintl/banias/blob/master/Banias_Architecture.png;part;icons_and_arrows;event-driven;deployment, control_flow;static;flexibility, performance_efficiency;high;technologies, containers;control_flow;icons, rectangles;y;uni;n;y;n;y;n;google, go, kubernetes;
Anonymous;numerica-ideas/ni-microservice-nodejs;https://github.com/numerica-ideas/ni-microservice-nodejs/blob/master/architecture.png;entire;icons_and_arrows, boxes;publish-subscribe, client-server;connectivity;dynamic;flexibility, performance_efficiency;medium;network_components, technologies, containers, hardware_components, clients, DBs;communication;icons, rectangles;y;bi;y;y;n;y;n;NA;
Anonymous;gabrielfarah/OpenHub;https://github.com/gabrielfarah/OpenHub/blob/master/docs/images/OpenHub_Architecture.png;entire;boxes_and_arrows;NA;general;static, dynamic;maintainability;medium;packages, DBs;control_flow;rectangles, icons, cylinders;y;uni;n;n;n;y;n;rabbitmq, python, javascript, php, github;
Anonymous;elpapi42/deep-deblurring;https://github.com/ElPapi42/deep-deblurring/blob/master/system_architecture.png;entire+;boxes_and_arrows;client-server;general;static;maintainability;high;sub-systems;communication;rectangles, 3d;y;uni;n;n;n;y;n;google;
Anonymous;jkahn117/aws-news;https://github.com/jkahn117/aws-news/blob/master/images/conceptual_architecture.png;entire;icons_and_arrows;event-driven;general;dynamic;maintainability;medium;technologies, DBs, steps;dependencies, communication;icons;y;bi;n;y;n;y;n;aws;
Anonymous;meshery/meshery;https://github.com/meshery/meshery/blob/master/install/docker-extension/docs/img/docker-extension-for-meshery-architecture.png;part;boxes_and_arrows;client-server;deployment;static;flexibility, performance_efficiency;medium;clients, servers, containers, sub-systems;communication;rectangles, icons;y;bi;n;y;n;y;text;docker, kubernetes;
Anonymous;duanfuxiang0/MysqlMigrationTool;https://github.com/duanfuxiang0/MysqlMigrationTool/blob/master/static/img/architecture.jpg;part;UML;NA;control_flow;dynamic;maintainability, functional_suitability;low;DBs, classes;control_flow;rectangles;n;uni;n;n;n;y;n;NA;
Anonymous;Connor1996/Pokemon;https://github.com/Connor1996/Pokemon/blob/master/doc/architecture.png;entire;boxes_and_arrows;client-server;general;static;maintainability;low;classes;dependencies;rectangles;n;no;n;n;n;y;n;NA;
Anonymous;awslabs/benchmark-ai;https://github.com/awslabs/benchmark-ai/blob/master/docs/images/sagemaker_executor_architecture.png;part;UML;client-server;control_flow;dynamic;maintainability, functional_suitability;medium;clients, technologies;data_flow;rectangles;n;uni;n;n;n;y;n;aws;
Anonymous;gaiax/fLibra;https://github.com/gaiax/fLibra/blob/master/images/architect.png;entire;icons_and_arrows;NA;control_flow;dynamic;functional_suitability;high;technologies, clients;data_flow;icons;y;uni;n;n;n;y;n;ethereum, nodejs, firestore, aws, elasticsearch;
Anonymous;oracle-quickstart/oci-confluent;https://github.com/oracle-quickstart/oci-confluent/blob/master/images/00-architecture.png;entire+;boxes;SOA;deployment, security;static;flexibility, performance_efficiency, reliability, security;medium;packages, containers, network_components;NA;rectangles;n;NA;y;y;n;n;n;confluent, oracle;
Anonymous;jlhood/retweet-leaderboard;https://github.com/jlhood/retweet-leaderboard/blob/master/images/app-architecture.png;entire;icons_and_arrows;client-server;control_flow;dynamic;functional_suitability;high;technologies, clients;control_flow;icons;y;uni;n;y;n;y;n;aws, twitter;
Anonymous;bluekiri/mlab;https://github.com/bluekiri/mlab/blob/master/var/asserts/Mlab-Architecture.png;entire;boxes_and_arrows;layered, SOA;general;static;maintainability;high;DBs, clients, servers, sub-systems;communication;rectangles, icons;y;uni;n;n;n;y;n;mongodb;
Anonymous;mcuking/offline-package-webpack-plugin;https://github.com/mcuking/offline-package-webpack-plugin/blob/master/assets/offline-architecture.png;entire+;boxes_and_arrows;client-server;control_flow;dynamic;functional_suitability;medium;packages, technologies;control_flow;rectangles;y;uni;n;n;n;y;text;jenkins;
Anonymous;codestates/BEB-05-LeeSea;https://github.com/codestates/BEB-05-LeeSea/blob/main/imgs/architecture.jpg;entire;boxes_and_arrows;NA;general;static;maintainability;high;layers, sub-systems, packages, classes;communication;rectangles;n;uni;n;n;n;y;n;NA;
Anonymous;LouisvilleMetro/WazeCCPProcessor;https://github.com/LouisvilleMetro/WazeCCPProcessor/blob/master/docs/Current%20Architecture.png;part;icons_and_arrows;event-driven;control_flow;dynamic;functional_suitability;low;functions, data;control_flow;icons;y;uni;n;n;n;y;text;aws;
Anonymous;KMuthumala/ESP32-BLE-Beaconing;https://github.com/KMuthumala/ESP32-BLE-Beaconing/blob/master/Architecture.png;part;icons_and_arrows;publish-subscribe;connectivity;dynamic;flexibility;high;hardware_components, clients, sub-systems;communication;icons;y;bi;n;n;n;y;n;mqtt;iot
Anonymous;DecenterApps/ResistanceProtocol;https://github.com/DecenterApps/ResistanceProtocol/blob/main/simulations/documentation_images/architecture.png;entire;boxes_and_arrows;NA;general;static;maintainability;medium;packages, layers;dependencies;rectangles;y;uni;n;y;n;y;n;NA;Even if different colours are used, they have little to no semantic meaning (e.g., ofte they depict just all elements belonging to the same layer, which is already represented by grouping elements of the same layer in a box)
Anonymous;llvm/torch-mlir;https://github.com/llvm/torch-mlir/blob/main/docs/images/readme_architecture_diagram.png;entire;boxes_and_arrows;layered;general;static, dynamic;maintainability;medium;technologies, layers;communication;rectangles;n;uni;n;y;n;y;n;pytorch, mlir;
